   qid    | sid  | stid | category 
 3neD6HnQ | 7179 |   23 | other
 Xau5mhmR | 7152 |   23 | COM
 38zvbgXZ | 7616 |   23 | other
 WVTYozgP | 7655 |   23 | COM
 Dz5cBuJ3 | 7065 |   23 | COM
 Wvx4wkUK | 6895 |   23 | other
 zvrDNVBh | 7556 |   23 | other
 hVFo5PnP | 7364 |   23 | COM
 Pf6yLP9x | 7036 |   23 | other
 wAtsr98q | 6988 |   23 | other
 goVS6hka | 7498 |   23 | other
 kw3c2eTS | 7516 |   23 | NEU
 Ty7KSUce | 6994 |   23 | COM
 SVaqbdax | 7517 |   23 | other
 sh2hK5ob | 7325 |   23 | other

